procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 30044808 221300 30890264    0    0     0    44 3682 7025  6  0 94  0  0
 1  0      0 30044556 221308 30890620    0    0     0    32 3834 6507  7  0 93  0  0
 1  0      0 30039704 221308 30891204    0    0     0     0 3713 6244  6  0 94  0  0
 1  0      0 30025968 221308 30892820    0    0     0     0 3783 12482  6  0 93  0  0
 1  0      0 30003724 221316 30896284    0    0     0    24 3968 15124  7  0 93  0  0
 1  0      0 29985072 221316 30898492    0    0     0     0 3762 12510  6  0 93  0  0
 1  0      0 29974360 221324 30901856    0    0     0   112 3778 17737  6  0 93  0  0
 1  0      0 29965792 221324 30910616    0    0     0     0 4123 32657  7  0 93  0  0
 1  0      0 29961508 221324 30914684    0    0     0     0 3732 19153  7  0 93  0  0
 2  0      0 29952624 221332 30918104    0    0     0    28 3693 16033  7  0 93  0  0
 9  0      0 29920112 221332 30918448    0    0     0     0 4642 4700 31  0 69  0  0
 8  0      0 29896672 221340 30918440    0    0     0    96 4558 4222 50  0 50  0  0
 8  0      0 29877304 221340 30918496    0    0     0     0 4668 3837 50  0 50  0  0
 7  0      0 29864072 221340 30918504    0    0     0     0 4514 3817 48  0 52  0  0
 8  0      0 29855920 221340 30918508    0    0     0     0 4010 3918 28  0 72  0  0
 8  0      0 29841868 221348 30918512    0    0     0    24 4518 4423 50  0 50  0  0
 8  0      0 29823972 221356 30918508    0    0     0    36 5071 5073 50  0 50  0  0
 8  0      0 29805068 221356 30918528    0    0     0    44 4395 3725 50  0 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0      0 29804564 221356 30918532    0    0     0     0 4498 4249 50  0 50  0  0
 8  0      0 29799964 221356 30918540    0    0     0 42388 4712 4572 50  0 49  0  0
 4  0      0 29795616 221356 30918564    0    0     0     0 4274 4640 41  0 59  0  0
 2  0      0 29791268 221372 30918592    0    0     0    64 3891 5530 15  0 85  0  0
 3  0      0 29685356 221372 30941728    0    0     0    80 4125 73709 12  1 87  0  0
 2  0      0 29667464 221372 30959972    0    0     0     0 4233 58937 12  1 87  0  0
 3  0      0 29618588 221372 31008396    0    0     0     0 4544 133159 13  1 87  0  0
 2  0      0 29618336 221372 31008404    0    0     0     0 3998 7155 13  0 87  0  0
 1  0      0 29617076 221380 31008396    0    0     0    36 3953 6166  9  0 90  0  0
 1  0      0 29617076 221380 31008416    0    0     0     0 3943 4756  6  0 94  0  0
 1  0      0 29616824 221388 31008416    0    0     0    64 3948 4683  6  0 94  0  0
 1  0      0 29616320 221388 31008424    0    0     0    20 3879 4706  6  0 94  0  0
 1  0      0 29616320 221388 31008428    0    0     0     0 3827 4586  6  0 94  0  0
 1  0      0 29616320 221396 31008424    0    0     0    32 3907 5455  7  0 93  0  0
 1  0      0 29616320 221396 31008472    0    0     0    24 3847 4645  6  0 94  0  0
 1  0      0 29616068 221396 31008472    0    0     0     0 3799 4595  6  0 94  0  0
 1  0      0 29616068 221404 31008476    0    0     0    96 3961 4521  6  0 94  0  0
 1  0      0 29615816 221404 31008508    0    0     0    72 3876 4401  6  0 94  0  0
 1  0      0 29615816 221412 31008508    0    0     0    36 3865 4341  6  0 94  0  0
 1  0      0 29615564 221412 31008516    0    0     0     0 3887 4481  6  0 94  0  0
 1  0      0 29615312 221412 31008528    0    0     0     0 3855 5095  6  0 94  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 29615312 221412 31008528    0    0     0     0 3825 4521  6  0 94  0  0
 1  0      0 29615312 221420 31008536    0    0     0    92 3777 4304  6  0 94  0  0
 6  0      0 29615312 221428 31008528    0    0     0    32 6048 13365 16  1 83  0  0
 7  0      0 29614808 221428 31008580    0    0     0     0 5160 6661 28  1 72  0  0
 8  0      0 29613800 221428 31008580    0    0     0     0 4547 5814 49  0 51  0  0
 8  0      0 29613296 221428 31008588    0    0     0     0 4455 5803 50  0 50  0  0
 8  0      0 29613296 221428 31008592    0    0     0     0 72126 207985 43  6 51  0  0
 8  0      0 29613044 221444 31008604    0    0     0   128 4640 9813 48  0 51  0  0
 8  0      0 29612288 221444 31008608    0    0     0     0 4581 4319 50  0 50  0  0
 8  0      0 29594920 221444 31008608    0    0     0     0 4664 4288 50  0 50  0  0
 8  0      0 29587468 221472 31008184    0    0     0   312 7000 10470 51  1 48  0  0
 7  0      0 29585084 221472 31008456    0    0     0 87976 4906 4286 47  0 52  0  0
 7  0      0 29584832 221480 31008456    0    0     0    16 4525 6771 45  1 55  0  0
 4  0      0 29584328 221480 31008504    0    0     0    84 3986 6688 28  0 72  0  0
 4  0      0 29584328 221480 31008516    0    0     0     0 4110 4523 26  0 74  0  0
 4  0      0 29584076 221488 31008508    0    0     0   476 4277 3670 25  0 75  0  0
 3  0      0 29583584 221488 31008528    0    0     0     0 4199 3712 23  0 77  0  0
 3  0      0 29583584 221496 31008524    0    0     0    36 3990 3769 19  0 81  0  0
 4  0      0 29583584 221496 31008544    0    0     0     0 3982 3691 23  0 77  0  0
 4  0      0 29583584 221496 31008552    0    0     0    48 4182 3812 25  0 75  0  0
 3  0      0 29583584 221504 31008544    0    0     0    20 4303 3877 24  0 76  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 29583584 221504 31008564    0    0     0     0 4133 3870 19  0 81  0  0
 3  0      0 29583584 221512 31008556    0    0     0    36 4198 4618 20  0 80  0  0
 2  0      0 29583332 221512 31008608    0    0     0     0 4068 6706 17  0 83  0  0
 2  0      0 29583332 221512 31008608    0    0     0     0 4065 4423 13  0 87  0  0
 2  0      0 29582080 221512 31008616    0    0     0   212 3905 4420 13  0 87  0  0
 2  0      0 29582080 221520 31008644    0    0     0    16 4006 4256 13  0 87  0  0
 3  0      0 29569792 221528 31008644    0    0     0    36 4073 7388 20  0 80  0  0
 2  0      0 29569792 221528 31008652    0    0     0    24 3925 5719 13  0 87  0  0
 1  0      0 29569792 221528 31008664    0    0     0     0 3649 6812  8  0 92  0  0
 1  0      0 29569792 221528 31008664    0    0     0     0 3607 4672  6  0 94  0  0
 1  0      0 29569792 221528 31008672    0    0     0    48 3646 4732  6  0 94  0  0
 1  0      0 29569792 221536 31008676    0    0     0    32 3745 5466  7  0 93  0  0
 1  0      0 29569792 221544 31008708    0    0     0    12 3670 4466  6  0 94  0  0
 1  0      0 29569540 221544 31008720    0    0     0     8 3598 4327  6  0 94  0  0
 1  0      0 29569540 221544 31008724    0    0     0     0 3619 4338  6  0 94  0  0
 1  0      0 29569540 221544 31008732    0    0     0    80 3617 4386  6  0 94  0  0
 1  0      0 29569540 221552 31008728    0    0     0    36 3625 4477  7  0 93  0  0
 1  0      0 29569540 221552 31008744    0    0     0     0 3627 4406  6  0 94  0  0
 1  0      0 29569540 221552 31008744    0    0     0     0 3608 4299  6  0 94  0  0
 1  0      0 29569540 221560 31008772    0    0     0    24 3544 4259  6  0 93  0  0
 1  0      0 29569540 221560 31008776    0    0     0     0 3507 4375  6  0 94  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 29569540 221568 31008808    0    0     0   172 3639 5331  7  0 93  0  0
 1  0      0 29569540 221568 31008820    0    0     0     0 3609 4562  6  0 94  0  0
 1  0      0 29569540 221568 31008828    0    0     0    44 3493 4579  6  0 94  0  0
 1  0      0 29569540 221568 31008828    0    0     0     0 3512 4381  6  0 94  0  0
 1  0      0 29569540 221576 31008824    0    0     0    28 3577 4342  6  0 94  0  0
 1  0      0 29569540 221584 31008832    0    0     0   108 3539 4373  6  0 94  0  0
 1  0      0 29569540 221584 31008844    0    0     0     0 3636 4410  6  0 94  0  0
 1  0      0 29569540 221584 31008844    0    0     0     0 3760 4720  6  0 94  0  0
 1  0      0 29569540 221584 31008856    0    0     0     0 3940 4985  6  0 94  0  0
 1  0      0 29569540 221584 31008856    0    0     0     0 3695 4641  6  0 94  0  0
 1  0      0 29569540 221592 31008896    0    0     0    16 3774 5363  7  0 93  0  0
 1  0      0 29569540 221592 31008900    0    0     0     0 3742 4806  6  0 94  0  0
 1  0      0 29569540 221600 31008892    0    0     0    16 3691 4891  6  0 94  0  0
 1  0      0 29569292 221600 31008932    0    0     0     0 3684 4614  6  0 93  0  0
 1  0      0 29569292 221600 31008932    0    0     0    28 3688 4385  6  0 94  0  0
 1  0      0 29569040 221608 31008932    0    0     0    16 3636 4476  6  0 94  0  0
 1  0      0 29568788 221608 31008940    0    0     0     0 3659 5039  6  0 94  0  0
 1  0      0 29568788 221608 31008948    0    0     0     0 3827 5643  6  0 93  0  0
 1  0      0 29568788 221616 31008952    0    0     0    16 3859 4785  6  0 94  0  0
 1  0      0 29568788 221616 31008960    0    0     0     0 3791 4705  6  0 94  0  0
 1  0      0 29568788 221624 31008968    0    0     0    16 3937 5474  7  0 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 29568788 221624 31009008    0    0     0    20 3926 4885  6  0 94  0  0
 1  0      0 29568788 221624 31009008    0    0     0     0 3939 4920  6  0 94  0  0
 1  0      0 29568788 221624 31009016    0    0     0     0 3988 4956  6  0 94  0  0
 1  0      0 29564692 221624 31009020    0    0     0     0 3925 4995  6  0 94  0  0
 8  0      0 29556248 221632 31009016    0    0     0    16 6384 12015 19  1 80  0  0
 5  0      0 29554736 221632 31009040    0    0     0     0 4690 5707 34  0 66  0  0
 4  0      0 29554484 221632 31009040    0    0     0     0 23450 64906 39  3 58  0  0
 5  0      0 29554484 221632 31009044    0    0     0     0 4252 7180 30  0 70  0  0
 5  0      0 29554484 221632 31009072    0    0     0     0 4060 4503 31  0 69  0  0
 3  0      0 29554232 221648 31009072    0    0     0    32 3940 5258 32  0 68  0  0
 3  0      0 29554232 221648 31009116    0    0     0     0 3565 4547 19  0 81  0  0
 2  0      0 29549884 221648 31009120    0    0     0     0 3647 7054 16  0 84  0  0
 2  0      0 29549884 221648 31009128    0    0     0     4 3728 4165 13  0 87  0  0
 2  0      0 29549884 221648 31009132    0    0     0     0 3676 4215 13  0 87  0  0
 2  0      0 29549884 221656 31009128    0    0     0    16 3760 4241 13  0 87  0  0
 2  0      0 29549884 221664 31009144    0    0     0   180 3809 4273 13  0 87  0  0
 2  0      0 29549632 221664 31009148    0    0     0     4 3777 4198 13  0 87  0  0
 2  0      0 29549632 221664 31009156    0    0     0     0 3778 4264 13  0 87  0  0
 2  0      0 29549632 221664 31009156    0    0     0     0 3769 6367 13  0 87  0  0
 1  0      0 29549632 221672 31009160    0    0     0    36 3602 6326  7  0 92  0  0
 1  0      0 29549380 221672 31009204    0    0     0   136 3587 4463  6  0 94  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 29549380 221680 31009200    0    0     0    16 3605 4689  6  0 94  0  0
 1  0      0 29549128 221680 31009300    0    0     0    84 3599 4764  7  0 93  0  0
 3  0      0 29549128 221680 31009304    0    0     0     0 3721 7734 13  0 87  0  0
 1  0      0 29549128 221688 31009304    0    0     0    28 3765 4913  7  0 93  0  0
 1  0      0 29549128 221688 31009320    0    0     0     0 3649 4800  6  0 94  0  0
 1  0      0 29549128 221688 31009324    0    0     0     0 3662 4746  6  0 94  0  0
 1  0      0 29549128 221696 31009320    0    0     0    92 3642 4873  6  0 94  0  0
 1  0      0 29549128 221696 31009336    0    0     0     0 3699 4675  6  0 94  0  0
 1  0      0 29549128 221704 31009332    0    0     0    16 3706 5529  7  0 93  0  0
 1  0      0 29549128 221704 31009380    0    0     0     0 3610 4513  6  0 94  0  0
 1  0      0 29549128 221704 31009384    0    0     0     0 3629 4489  7  0 94  0  0
 1  0      0 29548876 221704 31009392    0    0     0     0 3600 4468  6  0 94  0  0
 1  0      0 29548876 221712 31009392    0    0     0    12 3584 4609  6  0 94  0  0
 1  0      0 29548876 221720 31009400    0    0     0    16 3471 4340  6  0 94  0  0
 1  0      0 29548876 221720 31009408    0    0     0    24 3467 4186  6  0 94  0  0
 1  0      0 29548876 221720 31009412    0    0     0     0 3590 4262  6  0 94  0  0
 2  0      0 29548876 221720 31009416    0    0     0     0 3562 4422  6  0 93  0  0
 1  0      0 29548876 221720 31009444    0    0     0     0 3543 4430  6  0 94  0  0
 1  0      0 29548876 221736 31009432    0    0     0    32 3660 5377  7  0 93  0  0
 1  0      0 29548876 221736 31009488    0    0     0     0 3495 4351  6  0 94  0  0
 1  0      0 29548876 221736 31009488    0    0     0     0 3587 4343  6  0 94  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 29548876 221736 31009492    0    0     0     0 3535 4472  7  0 93  0  0
 1  0      0 29548876 221736 31009572    0    0     0     0 3600 5050  6  0 94  0  0
 1  0      0 29548876 221744 31009568    0    0     0    16 3571 4547  6  0 94  0  0
 1  0      0 29548876 221744 31009580    0    0     0     0 3674 5109  6  0 94  0  0
 1  0      0 29548876 221744 31009584    0    0     0   172 3767 5754  6  0 94  0  0
 1  0      0 29548876 221744 31009592    0    0     0     0 3675 4429  6  0 94  0  0
 1  0      0 29548624 221744 31009596    0    0     0     4 3788 4705  6  0 94  0  0
 1  0      0 29548372 221752 31009624    0    0     0    36 3572 5373  7  0 93  0  0
 1  0      0 29548372 221752 31009636    0    0     0     0 3687 4697  6  0 94  0  0
 1  0      0 29548372 221752 31009644    0    0     0     0 3720 4745  6  0 94  0  0
 1  0      0 29548372 221760 31009640    0    0     0    16 3881 4943  6  0 94  0  0
 1  0      0 29548372 221760 31009676    0    0     0    52 3709 4896  6  0 94  0  0
 1  0      0 29548372 221768 31009672    0    0     0    16 3639 5001  6  0 94  0  0
 1  0      0 29548372 221768 31009680    0    0     0     0 3525 5016  6  0 94  0  0
 1  0      0 29548372 221768 31009688    0    0     0   132 3427 4720  6  0 94  0  0
 1  0      0 29548372 221768 31009692    0    0     0     0 3528 4641  6  0 94  0  0
 1  0      0 29548372 221776 31009688    0    0     0    44 3498 4241  6  0 94  0  0
 1  0      0 29548372 221784 31009704    0    0     0    24 3637 5205  7  0 93  0  0
 1  0      0 29548372 221784 31009744    0    0     0     0 3598 4642  6  0 94  0  0
 1  0      0 29548372 221784 31009744    0    0     0   132 3644 4592  6  0 94  0  0
 1  0      0 29548120 221784 31009752    0    0     0     0 3598 4586  7  0 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 29547868 221784 31009824    0    0     0     0 3389 4533  6  0 94  0  0
 1  0      0 29547868 221792 31009828    0    0     0    28 3566 5081  6  0 94  0  0
 1  0      0 29547868 221792 31009836    0    0     0     0 3447 4681  6  0 94  0  0
 1  0      0 29547868 221792 31009844    0    0     0   180 3553 5270  6  0 94  0  0
 1  0      0 29547868 221792 31009848    0    0     0     0 3437 4379  6  0 93  0  0
 1  0      0 29547868 221792 31009876    0    0     0    64 3582 4693  6  0 94  0  0
 1  0      0 29547868 221800 31009876    0    0     0    32 3751 5347  7  0 93  0  0
 1  0      0 29547868 221800 31009928    0    0     0    24 3703 4458  6  0 94  0  0
 1  0      0 29547868 221800 31009928    0    0     0     0 3499 4408  6  0 94  0  0
 1  0      0 29547868 221800 31009928    0    0     0    76 3616 4449  6  0 94  0  0
 1  0      0 29547868 221808 31009928    0    0     0    20 3646 4697  6  0 94  0  0
 1  0      0 29547616 221816 31009936    0    0     0    36 3651 4615  6  0 94  0  0
 1  0      0 29547616 221816 31009948    0    0     0     0 3722 4602  6  0 94  0  0
 1  0      0 29547616 221816 31009948    0    0     0     0 3636 4579  6  0 94  0  0
 1  0      0 29547616 221816 31009952    0    0     0     0 3683 4386  6  0 94  0  0
 1  0      0 29547616 221816 31009956    0    0     0    44 3557 4293  6  0 94  0  0
 1  0      0 29547616 221824 31009956    0    0     0    32 3786 5222  7  0 93  0  0
 1  0      0 29547616 221824 31009996    0    0     0     0 3742 4622  6  0 94  0  0
 1  0      0 29547616 221824 31010008    0    0     0     0 3733 4675  6  0 94  0  0
 1  0      0 29547124 221824 31010016    0    0     0     0 3775 4931  7  0 93  0  0
 1  0      0 29547124 221824 31010116    0    0     0     0 3658 4721  6  0 94  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 29547124 221832 31010116    0    0     0   192 3589 4526  6  0 94  0  0
 1  0      0 29547124 221832 31010128    0    0     0     0 3483 4436  6  0 94  0  0
 1  0      0 29547124 221832 31010140    0    0     0     0 3591 4433  6  0 94  0  0
 1  0      0 29547124 221832 31010140    0    0     0     0 3652 4871  6  0 94  0  0
 1  0      0 29546872 221840 31010144    0    0     0    28 3703 4677  6  0 94  0  0
 2  0      0 29546872 221848 31010144    0    0     0    16 3711 5295  7  0 93  0  0
 1  0      0 29546872 221848 31010188    0    0     0    80 3690 4584  6  0 94  0  0
 1  0      0 29546872 221848 31010192    0    0     0     0 3686 5518  6  0 94  0  0
 1  0      0 29546872 221848 31010196    0    0     0     0 3678 5514  6  0 94  0  0
 1  0      0 29546872 221848 31010200    0    0     0     0 3523 4391  6  0 94  0  0
 1  0      0 29546872 221856 31010204    0    0     0    40 3513 4463  6  0 94  0  0
 1  0      0 29546872 221856 31010212    0    0     0     0 3553 4448  6  0 94  0  0
 1  0      0 29546872 221856 31010224    0    0     0    40 3643 4624  6  0 94  0  0
 1  0      0 29546872 221856 31010224    0    0     0     0 3731 4898  6  0 94  0  0
 1  0      0 29546872 221856 31010248    0    0     0     0 3704 4576  6  0 94  0  0
 1  0      0 29546872 221864 31010244    0    0     0    32 3815 5249  7  0 93  0  0
 1  0      0 29546620 221864 31010292    0    0     0     0 3789 4740  6  0 94  0  0
 1  0      0 29546620 221864 31010296    0    0     0    80 3634 4995  6  0 94  0  0
 1  0      0 29546620 221864 31010364    0    0     0     0 3544 5145  7  0 93  0  0
 1  0      0 29546620 221872 31010360    0    0     0    12 3721 6187  6  0 94  0  0
 4  0      0 29546620 221880 31010376    0    0     0    64 3856 5331 14  0 86  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0      0 29546620 221880 31010380    0    0     0    24 4123 3094 38  0 62  0  0
 8  0      0 29546620 221880 31010384    0    0     0     0 4425 3144 50  0 50  0  0
 8  0      0 29546620 221880 31010388    0    0     0   108 4400 3526 50  0 50  0  0
 8  0      0 29546620 221880 31010396    0    0     0     0 4420 3296 50  0 50  0  0
 8  0      0 29546620 221896 31010380    0    0     0    48 4452 3733 49  0 51  0  0
 5  0      0 29544100 221896 31010436    0    0     0     0 4435 4234 37  0 63  0  0
 2  0      0 29544100 221896 31010444    0    0     0     0 4023 4067 26  0 74  0  0
 8  0      0 29544100 221896 31010468    0    0     0    80 4386 3399 42  0 58  0  0
 8  0      0 29544100 221896 31010476    0    0     0     0 4458 3375 50  0 50  0  0
 8  0      0 29544100 221904 31010472    0    0     0   100 4400 3806 50  0 50  0  0
 8  0      0 29544100 221904 31010480    0    0     0     0 4419 3675 50  0 50  0  0
 8  0      0 29544100 221904 31010492    0    0     0     0 4413 3573 50  0 50  0  0
 8  0      0 29544100 221912 31010484    0    0     0    36 4408 3617 50  0 50  0  0
 8  0      0 29544100 221912 31010500    0    0     0    80 4442 3675 50  0 50  0  0
 8  0      0 29543848 221920 31010532    0    0     0    32 4497 3520 50  0 50  0  0
 8  0      0 29543600 221920 31010552    0    0     0     0 4405 4102 50  0 50  0  0
 4  0      0 29543348 221920 31010556    0    0     0     0 4385 3957 39  0 61  0  0
 4  0      0 29543348 221920 31010636    0    0     0     0 4041 3907 25  0 74  0  0
 3  0      0 29543348 221928 31010628    0    0     0   176 3839 3974 21  0 79  0  0
 7  0      0 29543348 221936 31010636    0    0     0    36 69509 198502 28  6 66  0  0
 8  0      0 29542844 221936 31010644    0    0     0     0 128097 455898 33 14 52  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0      0 29526460 221936 31010656    0    0     0     0 9732 45104 49  1 50  0  0
 8  0      0 29526208 221936 31010440    0    0     0   260 38170 179614 43  6 51  0  0
 8  0      0 29526208 221948 31010448    0    0     0    48 5578 15207 48  2 50  0  0
 8  0      0 29526208 221956 31010448    0    0     0    80 10754 87337 47  2 51  0  0
 8  0      0 29525956 221956 31010512    0    0     0     8 4919 12149 50  0 50  0  0
 8  0      0 29525704 221956 31010516    0    0     0     0 5137 11563 49  1 50  0  0
 8  0      0 29525704 221956 31010516    0    0     0     0 9141 25715 49  1 50  0  0
 8  0      0 29525212 221964 31010528    0    0     0    28 6544 16312 48  2 50  0  0
 8  0      0 29525212 221972 31010528    0    0     0   124 4568 6317 50  0 50  0  0
 7  0      0 29524456 221972 31010536    0    0     0     0 6673 23824 48  2 50  0  0
 8  0      0 29524204 221972 31010536    0    0     0     0 32700 134008 41  7 51  0  0
 8  0      0 29524204 221972 31010552    0    0     0     0 4552 5538 50  0 50  0  0
 8  0      0 29523952 221980 31010548    0    0     0    12 4665 8681 50  0 50  0  0
 8  0      0 29523700 221988 31010616    0    0     0    52 5343 15819 50  1 50  0  0
 8  0      0 29523448 221988 31010676    0    0     0    96 4683 9841 50  0 50  0  0
 8  0      0 29523448 221988 31010688    0    0     0     0 4565 4069 50  0 50  0  0
 8  0      0 29523448 221988 31010756    0    0     0     0 4754 9690 50  1 49  0  0
 8  0      0 29523196 221996 31010784    0    0     0    32 4854 12542 50  1 50  0  0
 8  0      0 29522944 222004 31010776    0    0     0    36 4734 10862 49  1 50  0  0
 8  0      0 29522944 222004 31010796    0    0     0   112 4542 4182 50  0 50  0  0
 8  0      0 29522944 222004 31010800    0    0     0     0 4841 15293 50  0 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0      0 29522440 222004 31010800    0    0     0     0 5262 12356 49  1 50  0  0
 8  0      0 29522440 222012 31010804    0    0     0    12 35415 137885 45  5 51  0  0
 8  0      0 29521936 222020 31010812    0    0     0  9888 6158 26495 50  1 50  0  0
 8  0      0 29521432 222020 31010868    0    0     0     0 4480 10164 50  0 50  0  0
 8  0      0 29520424 222020 31010872    0    0     0    92 4569 13836 49  1 50  0  0
 8  0      0 29520172 222020 31010880    0    0     0     0 4313 3779 50  0 50  0  0
 8  0      0 29520172 222028 31010876    0    0     0    16 4341 5419 50  0 50  0  0
 8  0      0 29520172 222036 31010884    0    0     0    36 4607 11538 50  0 50  0  0
 8  0      0 29520172 222036 31010892    0    0     0     0 4302 7456 49  1 50  0  0
 8  0      0 29519668 222036 31010900    0    0     0    44 4388 6860 50  0 50  0  0
 6  0      0 29519416 222036 31010928    0    0     0     0 37189 154927 44  6 51  0  0
 8  0      0 29519416 222036 31010928    0    0     0     0 15460 55147 48  2 50  0  0
 8  0      0 29519164 222052 31010924    0    0     0    48 8759 67008 48  1 50  0  0
 8  0      0 29518912 222052 31010992    0    0     0    44 4810 10645 49  1 50  0  0
 8  0      0 29514816 222052 31010996    0    0     0     0 41678 169634 43  6 51  0  0
 8  0      0 29514312 222052 31010996    0    0     0    92 4543 5750 50  1 49  0  0
 8  0      0 29514064 222052 31011076    0    0     0     0 4591 9075 50  1 50  0  0
 8  0      0 29509716 222068 31011080    0    0     0    60 4602 8056 50  0 50  0  0
 8  0      0 29509464 222068 31011088    0    0     0     0 4722 10289 50  0 50  0  0
 8  0      0 29509212 222068 31011092    0    0     0     0 4745 5687 49  1 50  0  0
 8  0      0 29509212 222068 31011104    0    0     0   116 4402 3430 50  0 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0      0 29509212 222068 31011112    0    0     0     0 4359 3008 50  0 50  0  0
 8  0      0 29509212 222084 31011100    0    0     0    48 4726 5763 50  0 50  0  0
 8  0      0 29508960 222084 31011172    0    0     0     0 4555 8869 50  0 50  0  0
 8  0      0 29508960 222084 31011180    0    0     0     0 4575 9546 50  0 50  0  0
 8  0      0 29508456 222084 31011184    0    0     0     0 4453 3551 50  0 50  0  0
 8  0      0 29508456 222084 31011212    0    0     0   104 4474 3616 50  0 50  0  0
 8  0      0 29507700 222092 31011208    0    0     0    56 4316 3273 50  0 50  0  0
 8  0      0 29507700 222100 31011228    0    0     0    40 4331 3141 50  0 50  0  0
 8  0      0 29507700 222100 31011228    0    0     0     4 4405 3826 50  0 50  0  0
 8  0      0 29507700 222100 31011228    0    0     0     0 4351 3624 50  0 50  0  0
 8  0      0 29507448 222100 31011240    0    0     0     0 4332 3940 50  0 50  0  0
 8  0      0 29507448 222108 31011236    0    0     0    72 4475 5326 50  0 50  0  0
 8  0      0 29507448 222108 31011300    0    0     0   320 4544 7567 50  0 50  0  0
 8  0      0 29495160 222116 31011304    0    0     0    16 4590 8597 49  1 50  0  0
 9  0      0 29491064 222116 31011312    0    0     0     0 4406 4912 50  0 49  0  0
 8  0      0 29491064 222116 31011384    0    0     0     0 4363 6115 50  0 49  0  0
 8  0      0 29491064 222124 31011376    0    0     0   200 4371 3580 50  0 50  0  0
 8  0      0 29491064 222124 31011392    0    0     0   116 4282 3354 50  0 50  0  0
 8  0      0 29491064 222132 31011388    0    0     0    12 4314 5980 50  0 50  0  0
 8  0      0 29486968 222132 31011484    0    0     0     0 4365 5010 50  0 50  0  0
 8  0      0 29486968 222132 31011492    0    0     0     0 4479 7024 49  1 50  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0      0 29486716 222140 31011484    0    0     0    16 4404 3843 50  0 50  0  0
 8  0      0 29486716 222140 31011556    0    0     0    92 4264 3228 50  0 50  0  0
 8  0      0 29486716 222148 31011548    0    0     0    28 4295 6253 50  0 50  0  0
 8  0      0 29486716 222148 31011556    0    0     0     0 4307 6277 50  0 50  0  0
 8  0      0 29482620 222148 31011568    0    0     0     0 4528 4044 50  0 50  0  0
 8  0      0 29482620 222156 31011568    0    0     0    36 4557 5874 50  0 50  0  0
 8  0      0 29482620 222156 31011576    0    0     0     0 4319 7879 50  1 50  0  0
 8  0      0 29482620 222156 31011576    0    0     0    44 4257 6942 50  0 50  0  0
 8  0      0 29482620 222164 31011584    0    0     0    12 4435 7812 49  1 50  0  0
 8  0      0 29482620 222164 31011592    0    0     0     0 4321 5880 50  0 50  0  0
 8  0      0 29482620 222172 31011588    0    0     0    32 4583 5088 50  0 50  0  0
 8  0      0 29482620 222172 31011648    0    0     0     0 4326 2995 50  0 50  0  0
 8  0      0 29482620 222172 31011656    0    0     0     0 4331 3295 50  0 50  0  0
 8  0      0 29482620 222180 31011656    0    0     0   112 4488 3831 50  0 50  0  0
 8  0      0 29482620 222180 31011688    0    0     0     0 4371 3441 51  0 49  0  0
 9  0      0 29482372 222188 31011756    0    0     0    36 4415 3532 50  0 50  0  0
